Id,Name,Usage,Disease,Disease ID,In a panel,Evidence level,Type,Source,Source ID,Assay/Test,Pmid,Molecular type,Molecular ID,Treatment
983,Histidine biosynthesis trifunctional protein|Beta-hexosaminidase subunit beta,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),15967208,Protein,P07685|P07686,
984,Serum albumin,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),15967208,Protein,P02768,
985,Beta-2-microglobulin,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21143462,Protein,P61769,Fumaric acid ester therapy
986,Protein O-GlcNAcase,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23359781,Protein,O60502,Coronary angiography
987,Organic anion transporter 5,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|western blot|immunohistochemistry,23649842,Protein,,Cisplatin
988,Cystatin-related protein 1,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,20665605,Protein,P22282,Exposed to fluoride
989,Aflatoxin B1 aldehyde reductase member 3,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,20665605,Protein,P38918,Exposed to fluoride
990,Rat alpha-2u-globulin (L type),PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,20665605,Protein,Q63024,Exposed to fluoride
991,Renal papillary antigen-1,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21150870,Protein,,Injections of gentamicin
992,Calbindin,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,23864347,Protein,P07171,
993,Annexin A1,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,24591769,Protein,P10107,
994,Glutathione S-transferase alpha-1,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24333954,Protein,P00502,Cisplatin
995,Clusterin,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24333954,Protein,P05371,Cisplatin
996,Hepatitis A virus cellular receptor 1 homolog,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24333954,Protein,O54947,Cisplatin
997,Neutrophil gelatinase-associated lipocalin,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24333954,Protein,P30152,Cisplatin
998,Osteopontin,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24333954,Protein,P08721,Cisplatin
999,C-C motif chemokine 2,PredictiveBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23307618,Protein,P14844,"2,4,6-trinitrobenzene sulfonic acid (TNBS)"
1000,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20072790,Protein,P80188,
1001,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,"Nephropathy induced by other drugs, medicaments and biological substances",http://ns.ontoforce.com/datasets/icd10/N14.1,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,15148457,Protein,P11672,
1002,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Colorimetry,23949592,Protein,P80188,
1003,Ig lambda light chain,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,19211645,Protein,,
1004,Hepcidin-2,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,19776558,Protein,Q80T19,
1005,Serum albumin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,19776558,Protein,P07724,
1006,Beta-2-microglobulin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,16810512,Protein,P61769,
1007,Serum albumin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19211645,Protein,P02768,
1008,Alpha-1-antitrypsin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|immunoassay,19211645,Protein,P01009,
1009,Leucine-rich alpha-2-glycoprotein,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,19211645,Protein,P02750,
1010,Nebulin,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,19211645,Protein,P20929,
1011,Alpha-1B-glycoprotein,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21591266,Protein,P04217,
1012,C-C motif chemokine 2,DiagnosticBM,Nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21034351,Protein,P13500,
1013,Cadherin-1,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q9R0T4,Injected with rabbit anti-Fx1A antiserum
1014,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q9JK24,Injected with rabbit anti-Fx1A antiserum
1015,Tropomyosin beta chain,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P58775,Injected with rabbit anti-Fx1A antiserum
1016,"Glandular kallikrein-7, submandibular/renal",PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P36373,Injected with rabbit anti-Fx1A antiserum
1017,Rat (wistar) alpha-2u globulin mRNA,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q9QWQ2,Injected with rabbit anti-Fx1A antiserum
1018,Retinal dehydrogenase 1,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P24549,Injected with rabbit anti-Fx1A antiserum
1019,Mpp7 protein,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q810P7,Injected with rabbit anti-Fx1A antiserum
1020,Sarcolemmal membrane-associated protein,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q3URD3,Injected with rabbit anti-Fx1A antiserum
1021,Alpha-1-antiproteinase,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P17475,Injected with rabbit anti-Fx1A antiserum
1022,Serum albumin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P02770,Injected with rabbit anti-Fx1A antiserum
1023,Serotransferrin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P12346,Injected with rabbit anti-Fx1A antiserum
1024,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P10688,Injected with rabbit anti-Fx1A antiserum
1025,"Glycerol-3-phosphate dehydrogenase, mitochondrial",PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q64521,Injected with rabbit anti-Fx1A antiserum
1026,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q6PHQ8,Injected with rabbit anti-Fx1A antiserum
1027,Transthyretin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P02767,Injected with rabbit anti-Fx1A antiserum
1028,Regenerating islet-derived protein 3-gamma,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P42854,Injected with rabbit anti-Fx1A antiserum
1029,Putative uncharacterized protein|Progesterone immunomodulatory binding factor 1,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q9CVX7|Q8BIR5,Injected with rabbit anti-Fx1A antiserum
1030,Septin-6,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q9R1T4,Injected with rabbit anti-Fx1A antiserum
1031,60S ribosomal protein L5,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P09895,Injected with rabbit anti-Fx1A antiserum
1032,Vimentin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P31000,Injected with rabbit anti-Fx1A antiserum
1033,Haptoglobin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P06866,Injected with rabbit anti-Fx1A antiserum
1034,Choline-phosphate cytidylyltransferase A,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,P49586,Injected with rabbit anti-Fx1A antiserum
1035,Vascular endothelial growth factor A,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17081055,Protein,Q00731,Injected with rabbit anti-Fx1A antiserum
1036,Uromodulin,DiagnosticBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot|real-time polymerase chain reaction|immunohistochemistry,16549904,Protein,Q91X17,
1037,"H-2 class II histocompatibility antigen, E-D alpha chain",DiagnosticBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot|real-time polymerase chain reaction|immunohistochemistry,16549904,Protein,P01904,
1038,Trefoil factor 1,DiagnosticBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot|real-time polymerase chain reaction|immunohistochemistry,16549904,Protein,Q08423,
1039,Prothrombin,DiagnosticBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot|real-time polymerase chain reaction|immunohistochemistry,16549904,Protein,P19221,
1040,Cadherin-1,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,Q9R0T4,Anti-Fx1A injection
1041,Mpp7 protein,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,Q810P7,Anti-Fx1A injection
1042,Tropomyosin beta chain,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,P58775,Anti-Fx1A injection
1043,"Glandular kallikrein-7, submandibular/renal",PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,P36373,Anti-Fx1A injection
1044,Rat (wistar) alpha-2u globulin mRNA,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,Q9QWQ2,Anti-Fx1A injection
1045,Serum albumin,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,P02770,Anti-Fx1A injection
1046,Alpha-1-antiproteinase,PredictiveBM,Nephrotic syndrome with diffuse membranous glomerulonephritis,http://ns.ontoforce.com/datasets/icd10/N04.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,17616219,Protein,P17475,Anti-Fx1A injection
